ids,comment_type,comment_text
1025,1П2, КОМИССИЯ
1026,1П2, КОМИССИЯ
1027,1П2, КОМИССИЯ
1028,1П2, КОМИССИЯ
1029,1П2, КОМИССИЯ
1030,1П2, КОМИССИЯ
1031,1П2, КОМИССИЯ
1032,1ВП, пополнение корп.карты ПОСТУПИЛИ ПО ВЫПИСКЕ  07.08.2022.
1033,1П2, КОМИССИЯ
1034,1ВП, пополнение корп.карты ПОСТУПИЛИ ПО ВЫПИСКЕ 06.08.2022.
1035,1П2, КОМИССИЯ
1036,1П2, КОМИССИЯ
1037,1П2, КОМИССИЯ
1038,1П2, КОМИССИЯ
1039,1П2, КОМИССИЯ
1040,1Н1,_ОСМС Июль 2022 г.
1041,1ЗП,_ЗП Июль 2022 г.
1042,1Н1,_ОПВ Июль 2022 г.
1043,1Н1,_СО Июль 2022 г.
1044,1Н1,_ВОСМС Июль 2022 г.
1045,1Н2,_ИПН Июль 2022 г.
1046,1ПР, Задолженность согласно постановлению¶от 19.03.21г. с Турдалиева Е.С. за июль ¶2022 г
1047,1П2, КОМИССИЯ
1048,1П1," Оплата по счетам № 01029731615446 от¶09.08.2022 (по маршруту РК г.Алматы - РК¶г.Кокшетау), № 01038841615485 от¶09.08.2022. (по маршруту РК г.Алматы -¶РК г.Тараз), № 01070061615736 от¶09.08.2022. (по маршруту РК г.Алматы -¶РК г.Кызылорда), № 01034601615467 от¶09.08.2022. (по маршруту РК г.Алматы -¶РК г.Семей), № 01006861615730 от¶09.08.2022 (по маршруту РК г.Алматы - РК¶г.Нур-Султан), № 01027781615426 от¶09.08.2022 (по маршруту РК г.Алматы - РК¶г.Актобе)."
1049,1ВП, пополнение корп.карты
1050,1ВП, пополнение корп.карты
1051,1ВП, пополнение корп.карты
1052,1ВП, пополнение корп.карты
1053,1ВП, пополнение корп.карты
3,2Р1, Оплата согласно счета № 16 от 20 октября 2021 г (в том числе НДС = 40714.29 KZT) Платежи по лизингу (текущая аренда)
5,2П," Возврат суммы по заявлению Б/Н от 21.02.2022г. Возврат средств за непредоставленные услуги,"
6,1Н1, СО за октябрь 2021г.
7,1П2, Комиссия за On-line зачисление средств
8,1П2," Внешний перевод в национальной валюте- по платежному документу, отправленному через систему . Сбербанк Бизнес Онлайн., поступившему до 12:30 (времени в г. Нур-Султан), № 223 от 08/10/2021, ТОО GOLDEN SQUARE ALMATY, БИН 191040029394, ИИКKZ04914002203KZ00BMX"
9,1П1, Согласно счета №101106930466 от 31.08.2021г. Платежи за услуги связиФ
10,1П2, Комиссия за On-line зачисление средств
13,1П2, Комиссия за On-line зачисление средств
14,1П1," Согласно счета на оплату № 57677 от 4 октября 2021 г. по договору публичной оферты  (в том числе НДС = 1296.43 KZT) Платежи за компьютерные услуги"
15,1П2," Внешний перевод в национальной алюте- по платежному документу, отправленному через систему . Сбербанк Бизнес Онлайн., поступившему до 12:30 (времени в г. Нур-Султан), № 224 от 19/10/2021, ТОО GOLDEN SQUARE ALMATY, БИН 191040029394, ИИКKZ04914002203KZ00BMX"
16,1П1," Счет на оплату № 2144 от 23 сентября 2021 г. (в том числе НДС = 7500.00 KZT) Платежи за профессиональные, научные и технические услуги"
17,1П2," Внешний перевод в национальной валюте-по платежному документу, отправленному через систему Сбербанк Бизнес Онлайн, поступившему после 12:30 (вр.в г.НурСултан)или сумма платежа превышает 5 млн и выше, № 226 от 22/10/2021, ТОО GOLDEN SQUARE ALMATY, БИН 191040029394, ИИКKZ04914002203KZ00BMX"
18,1П/О," В подотчет. Перечисление юридическим лицом в банк заработной платы, оплаты трудового отпуска для последующего зачисления на банковские счета работников данного юридического лица"
19,1П1, Счет на оплату № 3099 от 11 октября 2021 г. (в том числе НДС = 7285.71 KZT)
20,1П2," Внешний перевод в национальной валюте-по платежному документу, отправленному через систему Сбербанк Бизнес Онлайн, поступившему после 12:30 (вр.в г.НурСултан)или сумма платежа превышает 5 млн и выше, № 229 от 22/10/2021, ТОО GOLDEN SQUARE ALMATY, БИН 191040029394, ИИКKZ04914002203KZ00BMX"
21,1П2," Внешний перевод в национальной валюте-по платежному документу, отправленному через систему Сбербанк Бизнес Онлайн, поступившему после 12:30 (вр.в г.НурСултан)или сумма платежа превышает 5 млн и выше, № 227 от 22/10/2021, ТОО GOLDEN SQUARE ALMATY, БИН 191040029394, ИИКKZ04914002203KZ00BMX¶"
22,1П2," Внешний перевод в национальной валюте-по платежному документу, отправленному через систему Сбербанк Бизнес Онлайн, поступившему после 12:30 (вр.в г.НурСултан)или сумма платежа превышает 5 млн и выше, № 225 от 22/10/2021, ТОО GOLDEN SQUARE ALMATY, БИН 191040029394, ИИКKZ04914002203KZ00BMX¶"
